_ID,TimeSt,Country,Province,City,Latitude,Longitude,POIID,minDistance
5329129,2017-06-21 12:56:59.250,CA,AB,Calgary,50.88370,-114.03260,POI1,298.4791540114426
4756811,2017-06-21 11:15:38.470,CA,AB,Calgary,50.88510,-114.07600,POI1,298.70807137181896
5531397,2017-06-21 22:16:08.373,CA,AB,Calgary,50.92354,-113.95181,POI1,293.43520242900155
5475401,2017-06-21 12:11:05.663,CA,AB,Calgary,51.02087,-114.10618,POI1,284.04035914429875
5549725,2017-06-21 10:17:47.487,CA,AB,Calgary,51.04750,-114.06800,POI1,280.731848795025
5579016,2017-06-21 02:19:44.040,CA,AB,Calgary,51.04940,-113.95640,POI1,279.55263054643495
5457585,2017-06-21 12:09:17.210,CA,AB,Calgary,51.05287,-113.94355,POI1,279.070272255809
5083577,2017-06-21 15:39:41.480,CA,AB,Calgary,51.06736,-114.08280,POI1,278.6885944174671
5176875,2017-06-21 07:46:01.890,CA,AB,Calgary,51.11765,-113.94998,POI1,271.95874671914555
4723660,2017-06-21 06:13:29.033,CA,AB,Calgary,51.14670,-114.31330,POI1,272.74662950313996
4728017,2017-06-21 20:13:48.880,CA,AB,Calgary,51.14670,-114.31330,POI1,272.74662950313996
4934090,2017-06-21 20:30:32.760,CA,AB,Airdrie,51.28890,-114.01500,POI1,253.62773843732703
5276651,2017-06-21 08:53:47.683,CA,AB,Red Deer,52.17452,-113.87320,POI1,154.7704406983409
5584317,2017-06-21 15:20:19.583,CA,AB,Edmonton,53.42490,-113.59500,POI1,15.304822937669094
4872590,2017-06-21 17:25:07.927,CA,AB,Edmonton,53.42490,-113.59500,POI1,15.304822937669094
4527583,2017-06-21 02:00:24.580,CA,AB,Edmonton,53.43980,-113.53742,POI1,12.315631111595659
4853267,2017-06-21 09:23:28.603,CA,AB,Edmonton,53.44218,-113.44523,POI1,11.87292528729288
5001414,2017-06-21 12:34:16.067,CA,AB,Edmonton,53.46880,-113.50800,POI1,8.730658199816773
5093391,2017-06-21 13:40:33.870,CA,AB,Edmonton,53.47345,-113.39650,POI1,10.013016877878435
5268197,2017-06-21 11:53:06.227,CA,AB,Edmonton,53.49140,-113.48020,POI1,6.102707993175662
4545079,2017-06-21 13:01:28.233,CA,AB,Edmonton,53.51198,-113.58520,POI1,7.596602364849448
5158641,2017-06-21 05:44:53.880,CA,AB,Sherwood Park,53.52630,-113.28700,POI1,13.321958022995348
4702977,2017-06-21 09:11:42.450,CA,AB,Sherwood Park,53.52630,-113.28700,POI1,13.321958022995348
4566942,2017-06-21 21:01:54.000,CA,AB,Edmonton,53.53660,-113.51030,POI1,1.9413779078845466
5156691,2017-06-21 05:44:40.623,CA,AB,Edmonton,53.54919,-113.42470,POI1,4.0475820360781265
4705608,2017-06-21 20:11:58.757,CA,AB,Edmonton,53.58422,-113.41610,POI1,6.251040619534265
4820022,2017-06-21 00:20:42.113,CA,AB,Edmonton,53.60113,-113.44117,POI1,6.785154746358448
4601328,2017-06-21 15:04:13.833,CA,AB,Edmonton,53.60790,-113.42400,POI1,7.985713882287851
5197731,2017-06-21 05:47:47.573,CA,AB,Wood Buffalo,56.75380,-111.43500,POI1,379.8049754646045
4740530,2017-06-21 12:14:39.400,CA,BC,Abbotsford,49.06945,-122.30482,POI1,788.9580240220503
4888815,2017-06-21 11:26:29.427,CA,BC,New Westminster,49.18630,-122.94700,POI1,815.5305598715833
5181002,2017-06-21 03:46:15.567,CA,BC,Burnaby,49.21572,-122.98798,POI1,815.7145552766848
5571371,2017-06-21 14:19:18.207,CA,BC,Vancouver,49.27550,-123.12900,POI1,819.4001870737563
5481607,2017-06-21 08:11:26.660,CA,MB,Winnipeg,49.81360,-97.07590,POI1,1202.1786119886794
5413922,2017-06-21 00:04:24.707,CA,MB,Brandon,49.81640,-99.96523,POI1,1018.4925397204762
4875605,2017-06-21 04:25:29.753,CA,MB,Winnipeg,49.89300,-97.00100,POI1,1203.088456148472
5557526,2017-06-21 19:18:06.203,CA,MB,Winnipeg,49.89300,-97.00100,POI1,1203.088456148472
4700828,2017-06-21 02:11:36.343,CA,MB,Winnipeg,49.92400,-97.20582,POI1,1188.39253512424
5484228,2017-06-21 11:11:37.307,CA,MB,Winnipeg,49.92437,-97.20590,POI1,1188.3693174665825
4885247,2017-06-21 01:26:08.763,CA,NB,Saint John,45.27360,-66.06610,POI4,221.9319740355465
4578682,2017-06-21 04:02:20.110,CA,ON,London,42.95903,-81.19382,POI3,670.977531835278
4982963,2017-06-21 12:33:06.947,CA,ON,London,43.00610,-81.29620,POI3,675.9602776478756
5535987,2017-06-21 08:16:41.320,CA,ON,London,43.03460,-81.25540,POI3,671.5640449483668
5209760,2017-06-21 15:48:30.673,CA,ON,Cambridge,43.41940,-80.32550,POI3,585.024849898433
4524688,2017-06-21 22:00:05.963,CA,ON,Kitchener,43.43810,-80.50990,POI3,597.5662739373162
5220845,2017-06-21 07:49:28.497,CA,ON,Waterloo,43.46340,-80.52010,POI3,597.1193042781898
5080570,2017-06-21 22:39:30.363,CA,ON,Mississauga,43.57380,-79.71930,POI3,533.5320437975577
5348781,2017-06-21 05:58:52.690,CA,ON,Mississauga,43.58690,-79.75590,POI3,535.5456532984662
5006645,2017-06-21 02:34:26.813,CA,ON,Etobicoke,43.62470,-79.48920,POI3,514.4007316873775
4668826,2017-06-21 21:08:51.750,CA,ON,Etobicoke,43.63810,-79.57870,POI3,520.2197344048177
4591930,2017-06-21 06:03:19.107,CA,ON,Toronto,43.64590,-79.38570,POI3,505.8869682142729
4687405,2017-06-21 19:10:32.190,CA,ON,Toronto,43.64632,-79.39383,POI3,506.45257001923693
4831297,2017-06-21 03:21:29.150,CA,ON,Toronto,43.64770,-79.41740,POI3,508.08536118562836
5318365,2017-06-21 15:56:06.267,CA,ON,Etobicoke,43.65270,-79.55240,POI3,517.6071687775465
4797155,2017-06-21 18:18:31.630,CA,ON,Brampton,43.66560,-79.74700,POI3,531.1401358987331
5612776,2017-06-21 04:22:52.787,CA,ON,Toronto,43.67960,-79.43430,POI3,507.74951647996465
5163913,2017-06-21 22:45:20.790,CA,ON,Toronto,43.67980,-79.35170,POI3,501.7660056225634
5378484,2017-06-21 20:00:50.207,CA,ON,Etobicoke,43.68790,-79.55700,POI3,516.2523529686001
4956625,2017-06-21 03:31:33.497,CA,ON,Etobicoke,43.70153,-79.54772,POI3,514.9299589478119
5208018,2017-06-21 16:48:27.530,CA,ON,Toronto,43.71290,-79.38880,POI3,502.8455502228894
5007208,2017-06-21 01:34:28.690,CA,ON,Scarborough,43.72950,-79.26290,POI3,492.92601352572416
4607343,2017-06-21 12:04:39.613,CA,ON,Scarborough,43.72950,-79.26290,POI3,492.92601352572416
5034818,2017-06-21 09:36:17.313,CA,ON,North York,43.76770,-79.41260,POI3,501.9751567578868
5445227,2017-06-21 12:07:50.310,CA,ON,Thornhill,43.83950,-79.38310,POI3,496.5050362704423
5048827,2017-06-21 21:37:22.400,CA,ON,Thornhill,43.83950,-79.38310,POI3,496.5050362704423
4814382,2017-06-21 22:20:23.750,CA,ON,Courtice,43.87200,-78.75000,POI3,448.96091660442283
5289323,2017-06-21 20:54:33.047,CA,ON,Markham,43.88000,-79.25430,POI3,485.2361586677687
5383041,2017-06-21 05:01:18.723,CA,ON,Oshawa,43.92050,-78.82870,POI3,452.33588643980147
5477216,2017-06-21 19:11:15.287,CA,ON,Barrie,44.25895,-79.56723,POI3,493.18124037128723
5125690,2017-06-21 19:42:41.773,CA,ON,Artemesia,44.28360,-80.47840,POI3,561.5310418931865
5049177,2017-06-21 20:37:24.990,CA,ON,Ottawa,45.42360,-75.62720,POI3,161.1364387871497
4700139,2017-06-21 13:11:31.120,CA,QC,Lasalle,45.42000,-73.64000,POI3,12.691761825316451
5555921,2017-06-21 09:18:04.680,CA,QC,Dorval,45.44470,-73.70540,POI3,13.833294518281264
5591043,2017-06-21 22:20:55.233,CA,QC,Montréal,45.46700,-73.64840,POI3,8.84167892291291
5088428,2017-06-21 07:40:08.173,CA,QC,Saint-Laurent,45.50381,-73.68475,POI3,9.463897193891754
5036266,2017-06-21 16:36:28.110,CA,QC,Longueuil,45.51890,-73.46130,POI3,8.167197895800056
5332503,2017-06-21 09:57:16.103,CA,QC,Beloeil,45.56500,-73.19130,POI3,29.587656386806547
5454751,2017-06-21 11:09:09.417,CA,QC,Sainte-Foy,46.76108,-71.32512,POI3,220.9669061938939
5039654,2017-06-21 17:36:43.453,CA,QC,Sainte-Foy,46.76560,-71.29200,POI3,223.2724948766868
4773163,2017-06-21 12:16:51.547,CA,AB,Okotoks,50.73620,-113.96950,POI1,314.28984731668737
5545085,2017-06-21 14:17:33.967,CA,AB,Okotoks,50.73620,-113.96950,POI1,314.28984731668737
5086921,2017-06-21 09:39:57.447,CA,AB,Calgary,50.93160,-114.09600,POI1,293.77045075002906
5340685,2017-06-21 12:58:07.960,CA,AB,Calgary,51.02330,-114.07100,POI1,283.4270076773955
4726656,2017-06-21 21:13:46.660,CA,AB,Calgary,51.03104,-113.96826,POI1,281.67503028413523
5173792,2017-06-21 09:45:56.250,CA,AB,Calgary,51.04330,-114.06400,POI1,281.1564437259314
4728429,2017-06-21 07:13:49.317,CA,AB,Calgary,51.04860,-113.96800,POI1,279.73241528330146
4827232,2017-06-21 05:21:14.953,CA,AB,Calgary,51.04940,-113.95640,POI1,279.55263054643495
5043068,2017-06-21 10:36:57.663,CA,AB,Calgary,51.04940,-113.95640,POI1,279.55263054643495
4687144,2017-06-21 06:10:30.887,CA,AB,Calgary,51.05080,-114.07400,POI1,280.42615357153284
5008091,2017-06-21 01:34:31.123,CA,AB,Calgary,51.05300,-114.16100,POI1,281.08911981933807
5245440,2017-06-21 18:51:23.237,CA,AB,Calgary,51.07990,-114.08100,POI1,277.2900265842983
5064708,2017-06-21 07:38:14.887,CA,AB,Calgary,51.08180,-113.95900,POI1,275.9920088129032
4798527,2017-06-21 16:18:40.793,CA,AB,Calgary,51.08760,-114.02140,POI1,275.8785791045632
5205513,2017-06-21 16:48:16.843,CA,AB,Calgary,51.11272,-113.95464,POI1,272.5404441324634
5318257,2017-06-21 08:56:05.923,CA,AB,Calgary,51.12560,-113.93700,POI1,270.9789628347022
4593021,2017-06-21 13:03:27.087,CA,AB,Calgary,51.12598,-114.24403,POI1,274.08157296218326
4685459,2017-06-21 03:10:21.420,CA,AB,Calgary,51.12640,-114.14190,POI1,272.8165436934856
4598991,2017-06-21 10:04:01.320,CA,AB,Calgary,51.14140,-114.07600,POI1,270.46982244685535
5092246,2017-06-21 09:40:26.607,CA,AB,Olds,51.79890,-114.11800,POI1,198.96950987572353
4530252,2017-06-21 16:00:36.783,CA,AB,Beaumont,53.34991,-113.40827,POI1,22.424641818075546
4994786,2017-06-21 18:33:52.633,CA,AB,Edmonton,53.42490,-113.59500,POI1,15.304822937669094
5120303,2017-06-21 09:42:17.543,CA,AB,Edmonton,53.45930,-113.41450,POI1,10.750232376008714
5529583,2017-06-21 20:16:03.350,CA,AB,Edmonton,53.46880,-113.50800,POI1,8.730658199816773
5254403,2017-06-21 13:52:12.230,CA,AB,Edmonton,53.49909,-113.50060,POI1,5.3278424198697545
5362970,2017-06-21 09:59:37.053,CA,AB,Edmonton,53.51810,-113.57970,POI1,6.952586645386294
5023545,2017-06-21 14:35:22.007,CA,AB,Edmonton,53.52200,-113.45900,POI1,3.2170442967320385
4915752,2017-06-21 20:29:01.917,CA,AB,Sherwood Park,53.52591,-113.27287,POI1,14.250788382792372
4926764,2017-06-21 21:29:53.010,CA,AB,Sherwood Park,53.53555,-113.31785,POI1,11.159498066784705
4996890,2017-06-21 15:33:58.503,CA,AB,Sherwood Park,53.53980,-113.28300,POI1,13.418389441438848
5278024,2017-06-21 15:53:53.283,CA,AB,Edmonton,53.54797,-113.59420,POI1,7.171166309793837
4533630,2017-06-21 21:00:51.010,CA,AB,Edmonton,53.55848,-113.49825,POI1,1.59992536523739
4892676,2017-06-21 07:26:46.920,CA,AB,Edmonton,53.58500,-113.55260,POI1,6.178047693228495
5119141,2017-06-21 04:42:12.020,CA,AB,Westlock,54.16216,-113.86412,POI1,72.87524004331688
4658033,2017-06-21 15:08:00.410,CA,AB,Wood Buffalo,56.47260,-111.03300,POI1,361.09441791891885
5028257,2017-06-21 21:35:48.280,CA,BC,Richmond,49.13169,-123.06935,POI1,826.2512860738186
4670765,2017-06-21 19:08:59.640,CA,BC,Nanaimo,49.13600,-123.94700,POI1,875.5645063203303
5516467,2017-06-21 16:14:50.843,CA,BC,Vancouver,49.29300,-123.04800,POI1,813.612718937081
4719472,2017-06-21 17:13:06.263,CA,MB,Winnipeg,49.96040,-97.20950,POI1,1186.3833006235304
5596709,2017-06-21 06:21:09.140,CA,NB,Fredericton,45.93460,-66.63230,POI4,276.1602496419632
4791724,2017-06-21 12:18:03.163,CA,NB,Fredericton,45.94696,-66.67805,POI4,279.93710844247454
5094587,2017-06-21 06:40:42.277,CA,NB,Fredericton,45.95270,-66.65580,POI4,278.45060726852495
5316795,2017-06-21 04:56:00.213,CA,NL,St. John's,47.57040,-52.73880,POI4,845.4159867016994
5076807,2017-06-21 14:39:10.473,CA,ON,Fort Erie,42.90265,-78.93470,POI3,517.5655299476546
5404144,2017-06-21 09:03:23.923,CA,ON,Sarnia,42.97110,-82.39600,POI3,758.0855778809029
4518130,2017-06-21 00:00:01.333,CA,ON,London,43.00040,-81.23430,POI3,671.7718699400153
4873265,2017-06-21 08:25:13.840,CA,ON,St Catharines,43.18305,-79.23103,POI3,520.0810987793544
5230247,2017-06-21 03:50:18.427,CA,ON,Burlington,43.30160,-79.85820,POI3,557.3831429377757
4897908,2017-06-21 05:27:16.763,CA,ON,Cambridge,43.36530,-80.30660,POI3,586.3090736615242
5081522,2017-06-21 18:39:32.363,CA,ON,Burlington,43.38890,-79.76820,POI3,546.3812413524608
4551235,2017-06-21 01:01:31.447,CA,ON,Kitchener,43.43810,-80.50990,POI3,597.5662739373162
4854689,2017-06-21 19:23:30.513,CA,ON,Waterloo,43.46340,-80.52010,POI3,597.1193042781898
4750298,2017-06-21 04:15:18.117,CA,ON,Oakville,43.49340,-79.71260,POI3,537.04263585792
4647866,2017-06-21 12:07:18.350,CA,ON,Oakville,43.49340,-79.71260,POI3,537.04263585792
4936593,2017-06-21 17:30:37.683,CA,ON,Oakville,43.49340,-79.71260,POI3,537.04263585792
5584522,2017-06-21 21:20:21.760,CA,ON,Milton,43.51520,-79.88020,POI3,548.0492595538536
5080483,2017-06-21 08:39:26.633,CA,ON,Mississauga,43.53550,-79.69150,POI3,533.4136180589468
5280494,2017-06-21 10:54:13.993,CA,ON,Mississauga,43.63890,-79.63040,POI3,523.9297024035203
5021989,2017-06-21 06:35:11.830,CA,ON,Toronto,43.64590,-79.38570,POI3,505.8869682142729
5114582,2017-06-21 18:42:03.357,CA,ON,Toronto,43.67200,-79.37910,POI3,504.12718492745654
5077204,2017-06-21 20:39:12.930,CA,ON,Toronto,43.67960,-79.43430,POI3,507.74951647996465
5356696,2017-06-21 10:59:16.747,CA,ON,Etobicoke,43.69170,-79.58610,POI3,518.1881542060951
5410955,2017-06-21 10:04:14.330,CA,ON,Toronto,43.70560,-79.42790,POI3,506.0317464114329
4853917,2017-06-21 00:23:30.733,CA,ON,Scarborough,43.70840,-79.28560,POI3,495.5930334564446
5286587,2017-06-21 18:54:29.400,CA,ON,Toronto,43.75370,-79.26590,POI3,491.97666143004574
5344539,2017-06-21 13:58:28.060,CA,ON,Brampton,43.77960,-79.76810,POI3,527.454772625803
4659729,2017-06-21 03:08:08.487,CA,ON,Scarborough,43.83597,-79.22787,POI3,485.3277720379135
4894429,2017-06-21 13:27:03.170,CA,ON,Richmond Hill,43.89390,-79.43750,POI3,498.05995647374664
4875517,2017-06-21 10:25:29.167,CA,ON,Richmond Hill,43.93940,-79.43490,POI3,495.8831782798797
5096287,2017-06-21 01:40:46.627,CA,ON,New Tecumseth,44.16500,-79.87200,POI3,519.5529863411734
5138577,2017-06-21 00:43:34.130,CA,ON,Kingston,44.24340,-76.49660,POI3,271.19189317571346
5167804,2017-06-21 01:45:35.827,CA,ON,Lindsay,44.35700,-78.74050,POI3,427.4168732536628
5375821,2017-06-21 04:00:38.710,CA,ON,Ottawa,45.36170,-75.79050,POI3,174.50751294488632
4533139,2017-06-21 09:00:47.117,CA,ON,Sudbury,46.47964,-81.05822,POI3,588.3786324793308
4563151,2017-06-21 01:01:49.743,CA,ON,Sudbury,46.49170,-80.99280,POI3,583.5982142910436
5273004,2017-06-21 14:53:28.393,CA,ON,Sudbury,46.50810,-80.94500,POI3,580.2316456104194
4565797,2017-06-21 17:01:51.590,CA,ON,Thunder Bay,48.40840,-89.25500,POI3,1230.9839580531013
5139347,2017-06-21 13:43:34.270,CA,ON,Sioux Lookout,50.09790,-91.92200,POI3,1458.0243374316722
5124094,2017-06-21 16:42:38.543,CA,QC,Vaudreuil-Dorion,45.38380,-74.04100,POI3,40.106785185318756
4675730,2017-06-21 09:09:25.527,CA,QC,Dorval,45.44310,-73.75100,POI3,16.86399779697632
4618344,2017-06-21 17:05:29.500,CA,QC,Dorval,45.44310,-73.75100,POI3,16.86399779697632
4632004,2017-06-21 22:06:20.093,CA,QC,Dorval,45.44310,-73.75100,POI3,16.86399779697632
4669725,2017-06-21 01:08:56.143,CA,QC,Montréal,45.49010,-73.63290,POI3,6.2830506545320235
5339348,2017-06-21 10:57:55.623,CA,QC,Beloeil,45.56500,-73.19130,POI3,29.587656386806547
5299366,2017-06-21 22:55:13.187,CA,QC,Saint-Eustache,45.56560,-73.91350,POI3,27.50721600514829
4729234,2017-06-21 13:13:49.240,CA,QC,Québec,46.79330,-71.24530,POI3,227.97017604034852
4881451,2017-06-21 21:25:53.557,CA,SK,Estevan,49.12860,-102.97900,POI1,878.6789539201184
5260775,2017-06-21 18:52:33.067,CA,SK,Saskatoon,52.12250,-106.72488,POI1,480.88536337680017
5539358,2017-06-21 21:17:01.533,CA,AB,Lethbridge,49.68360,-112.83400,POI1,431.97918968307266
5102613,2017-06-21 13:41:17.513,CA,AB,Lethbridge,49.69940,-112.82200,POI1,430.3178488274724
4585618,2017-06-21 05:02:52.933,CA,AB,Calgary,50.93160,-114.09600,POI1,293.77045075002906
4844202,2017-06-21 02:22:45.180,CA,AB,Calgary,50.93915,-113.95760,POI1,291.751692111343
5423706,2017-06-21 09:05:14.247,CA,AB,Calgary,50.95050,-113.94700,POI1,290.4176213720955
5599774,2017-06-21 17:21:22.557,CA,AB,Calgary,50.96320,-114.08200,POI1,290.15451649422613
5493232,2017-06-21 21:12:38.090,CA,AB,Calgary,50.98190,-114.10040,POI1,288.27291095251326
4776551,2017-06-21 08:17:04.480,CA,AB,Calgary,50.99780,-114.08000,POI1,286.3228820475291
5605392,2017-06-21 03:21:55.770,CA,AB,Calgary,51.00750,-114.00400,POI1,284.56762862438427
4583773,2017-06-21 12:02:37.830,CA,AB,Calgary,51.01040,-114.06600,POI1,284.80117446755645
5607153,2017-06-21 18:22:09.017,CA,AB,Calgary,51.02720,-114.03490,POI1,282.66243685644605
5358087,2017-06-21 09:59:16.957,CA,AB,Calgary,51.04159,-113.93104,POI1,280.224386816685
5474338,2017-06-21 12:11:00.227,CA,AB,Calgary,51.04330,-114.06400,POI1,281.1564437259314
4690522,2017-06-21 03:10:45.897,CA,AB,Calgary,51.04823,-114.08731,POI1,280.8396282102928
4802088,2017-06-21 22:19:01.297,CA,AB,Calgary,51.05300,-114.16100,POI1,281.08911981933807
5491985,2017-06-21 04:12:30.713,CA,AB,Calgary,51.06210,-114.11590,POI1,279.6036855357702
5478961,2017-06-21 06:11:16.037,CA,AB,Calgary,51.08230,-113.95780,POI1,275.92725690907577
5041527,2017-06-21 12:36:53.373,CA,AB,Calgary,51.08230,-113.95780,POI1,275.92725690907577
4933726,2017-06-21 21:30:29.377,CA,AB,Calgary,51.12640,-114.14190,POI1,272.8165436934856
5298045,2017-06-21 02:55:04.073,CA,AB,Calgary,51.15810,-113.93800,POI1,267.39405529703754
4615955,2017-06-21 16:05:15.800,CA,AB,Calgary,51.15810,-113.93800,POI1,267.39405529703754
4643236,2017-06-21 17:07:07.307,CA,AB,Calgary,51.15810,-113.93800,POI1,267.39405529703754
5246473,2017-06-21 20:51:27.543,CA,AB,Lake Louise,51.45110,-116.18300,POI1,296.0357498799079
4909071,2017-06-21 12:28:21.513,CA,AB,Red Deer,52.26510,-113.79400,POI1,143.98535294743456
5120909,2017-06-21 11:42:22.567,CA,AB,Beaumont,53.35883,-113.40520,POI1,21.509394612192988
4771328,2017-06-21 20:16:43.973,CA,AB,Edmonton,53.43164,-113.46515,POI1,12.811447802286272
4900634,2017-06-21 16:27:33.733,CA,AB,Edmonton,53.45640,-113.52100,POI1,10.25375126348721
5358249,2017-06-21 07:59:18.897,CA,AB,Edmonton,53.46430,-113.43710,POI1,9.657710942811054
4767115,2017-06-21 09:16:30.553,CA,AB,Edmonton,53.47674,-113.41941,POI1,8.881442464056187
4953761,2017-06-21 06:31:19.890,CA,AB,Edmonton,53.50460,-113.45300,POI1,5.105047726945762
4739943,2017-06-21 21:14:37.880,CA,AB,Edmonton,53.53140,-113.58200,POI1,6.5718971092202185
4594955,2017-06-21 20:03:35.840,CA,AB,Edmonton,53.54798,-113.59419,POI1,7.170536031774965
5146512,2017-06-21 06:44:04.330,CA,AB,Spruce Grove,53.55330,-113.89500,POI1,27.05769673821161
5191670,2017-06-21 01:47:12.493,CA,AB,Edmonton,53.58480,-113.46800,POI1,4.453970511083722
4974041,2017-06-21 11:32:36.603,CA,AB,Edmonton,53.58610,-113.55160,POI1,6.2177571142620796
4913427,2017-06-21 06:28:49.730,CA,AB,Edmonton,53.58700,-113.44100,POI1,5.418547293523865
5006731,2017-06-21 01:34:26.987,CA,AB,Edmonton,53.59550,-113.44000,POI1,6.263839619733773
5578400,2017-06-21 18:19:39.957,CA,AB,Fort Mcmurray,56.71410,-111.38000,POI1,376.9093493618589
5331269,2017-06-21 04:57:04.943,CA,BC,Langley,49.09970,-122.65260,POI1,805.5702485844661
5535903,2017-06-21 07:16:39.683,CA,BC,Vancouver,49.29300,-123.04800,POI1,813.612718937081
5134576,2017-06-21 21:43:18.920,CA,BC,Powell River,49.94500,-124.39100,POI1,849.9167500230341
4958592,2017-06-21 11:31:36.327,CA,MB,Brandon,49.81635,-99.96524,POI1,1018.4946263107101
5399621,2017-06-21 02:02:46.157,CA,MB,Winnipeg,49.83784,-97.08087,POI1,1200.6596658150127
5544833,2017-06-21 02:17:31.690,CA,MB,Virden,49.85000,-100.93330,POI1,956.3178245750345
5582206,2017-06-21 01:20:07.257,CA,MB,Brandon,49.88763,-99.96316,POI1,1014.7808358634052
4811839,2017-06-21 13:20:01.270,CA,MB,Winnipeg,49.89300,-97.00100,POI1,1203.088456148472
5453369,2017-06-21 14:09:01.083,CA,NB,Moncton,46.07710,-64.85290,POI4,157.65151599467836
5145744,2017-06-21 09:44:04.560,CA,ON,Windsor,42.31302,-82.92372,POI3,829.6817174962487
4545609,2017-06-21 00:01:29.717,CA,ON,Windsor,42.32970,-82.94820,POI3,830.5624790267783
4525261,2017-06-21 15:00:07.143,CA,ON,London,42.99230,-81.25310,POI3,673.5442072703296
5289439,2017-06-21 02:54:33.117,CA,ON,Saint Catharines,43.19540,-79.21890,POI3,518.519840920946
5105845,2017-06-21 16:41:27.587,CA,ON,Burlington,43.33200,-79.80700,POI3,552.1301309860581
4667439,2017-06-21 18:08:44.510,CA,ON,Burlington,43.33540,-79.85770,POI3,555.5653992829702
5377717,2017-06-21 21:00:38.650,CA,ON,Burlington,43.35000,-79.75800,POI3,547.6908696914254
4596285,2017-06-21 07:03:44.603,CA,ON,Burlington,43.37667,-79.75833,POI3,546.3140508948926
5115460,2017-06-21 04:42:03.380,CA,ON,Mississauga,43.54080,-79.61280,POI3,527.4788918404531
5111054,2017-06-21 00:41:48.200,CA,ON,Mississauga,43.57380,-79.71930,POI3,533.5320437975577
5234051,2017-06-21 01:50:40.167,CA,ON,Mississauga,43.57690,-79.62830,POI3,526.800922838149
4811892,2017-06-21 01:20:02.147,CA,ON,Toronto,43.64590,-79.38570,POI3,505.8869682142729
5566882,2017-06-21 22:19:03.563,CA,ON,Toronto,43.65870,-79.39660,POI3,506.04308051916377
5168183,2017-06-21 08:45:35.960,CA,ON,Toronto,43.66510,-79.43690,POI3,508.64240552928453
5111410,2017-06-21 01:41:48.143,CA,ON,Toronto,43.67200,-79.37910,POI3,504.12718492745654
5608722,2017-06-21 21:22:25.460,CA,ON,York,43.69140,-79.43100,POI3,506.939828726392
4837914,2017-06-21 04:22:04.200,CA,ON,Toronto,43.70280,-79.38770,POI3,503.2523477217081
4856927,2017-06-21 03:23:45.650,CA,ON,East York,43.70620,-79.37090,POI3,501.87122804889486
5262572,2017-06-21 01:52:38.137,CA,ON,Scarborough,43.72950,-79.26290,POI3,492.92601352572416
5236622,2017-06-21 07:50:51.530,CA,ON,North York,43.73180,-79.41820,POI3,504.0762809826293
5489904,2017-06-21 21:12:13.357,CA,ON,Toronto,43.74250,-79.58510,POI3,515.7331494732975
4945788,2017-06-21 07:31:05.693,CA,ON,North York,43.76301,-79.33801,POI3,496.76772284405644
5060887,2017-06-21 07:37:59.640,CA,ON,North York,43.76770,-79.41260,POI3,501.9751567578868
5056789,2017-06-21 22:37:48.690,CA,ON,Thornhill,43.79940,-79.43140,POI3,501.87418207870275
5352763,2017-06-21 02:59:01.520,CA,ON,Woodbridge,43.80690,-79.59780,POI3,513.7185608858562
5424210,2017-06-21 15:05:15.830,CA,ON,Thornhill,43.83950,-79.38310,POI3,496.5050362704423
4747632,2017-06-21 00:15:05.780,CA,ON,Oshawa,43.88790,-78.81080,POI3,452.585661131275
4544995,2017-06-21 02:01:28.653,CA,ON,Wingham,43.90050,-81.31690,POI3,638.3677616157505
4692128,2017-06-21 01:10:53.710,CA,ON,Oshawa,43.91560,-78.86320,POI3,455.0716231992594
5366569,2017-06-21 14:59:53.857,CA,ON,Orangeville,43.92020,-80.09420,POI3,545.6347360948959
4862497,2017-06-21 10:24:13.097,CA,ON,Richmond Hill,43.95585,-79.44599,POI3,495.99579610265295
5270842,2017-06-21 01:53:13.393,CA,ON,Kingston,44.25850,-76.48970,POI3,269.8253688681153
4893287,2017-06-21 22:26:48.977,CA,ON,Barrie,44.40150,-79.67820,POI3,496.78609852100345
4942450,2017-06-21 11:30:53.730,CA,ON,Nepean,45.32830,-75.71250,POI3,168.93539852340115
4611033,2017-06-21 04:04:54.750,CA,ON,Pembroke,45.82700,-77.11160,POI3,277.625018432216
4589397,2017-06-21 20:03:08.000,CA,QC,Sherbrooke,45.41340,-71.87760,POI3,132.25539145811294
4816177,2017-06-21 17:20:26.737,CA,QC,Montréal,45.49340,-73.58370,POI3,3.4289282391494855
5090437,2017-06-21 22:40:17.213,CA,QC,Montréal,45.49780,-73.57980,POI3,2.8597579672268263
4922277,2017-06-21 10:29:30.450,CA,QC,Saint-Laurent,45.50376,-73.68476,POI3,9.46582957289689
5106591,2017-06-21 07:41:29.493,CA,QC,Saint-Laurent,45.50381,-73.68475,POI3,9.463897193891754
5328038,2017-06-21 05:56:52.790,CA,QC,Montréal,45.50660,-73.62910,POI3,5.192734382116361
5532709,2017-06-21 21:16:15.090,CA,QC,Laval,45.57263,-73.72920,POI3,13.919315602646193
4573909,2017-06-21 14:01:57.237,CA,QC,Beloeil,45.58460,-73.20390,POI3,29.061923247803556
5313894,2017-06-21 21:55:57.713,CA,QC,Saint-Jérôme,45.89330,-74.13670,POI3,60.61271266889847
4900583,2017-06-21 04:27:33.690,CA,SK,Estevan,49.14204,-102.97279,POI1,878.1166290282744
